Temperature,Humidity,Hour,CO2,Occupancy
20.29,33.09,7,454.3333333,0
19.89,18.85666667,2,435,0
22.245,38.87,17,1995.75,1
22.05,25.7475,9,961.5,1
21.29,19.55,13,652,1
19.2,31.16666667,8,437,0
22,38.29666667,16,1895.666667,1
20.06666667,26.26,15,422.6666667,0
19.79,19.29,3,438.5,0
19.65,29.29,23,432.5,0
19.39,27.5,19,437,0
21.7,19.16666667,13,646,1
22.79,27.5,18,687,0
19.39,26.1,7,466,0
19.29,31.445,4,438.5,0
20.865,19.7225,8,596.75,1
20.29,20.55,1,441,0
22.025,38.8,16,1959.25,1
20.2,33,4,444,0
21.125,25.1,1,445.75,0
21.245,25.2,0,465,0
19.2,27.6,18,434,0
20.39,21.29,23,445.3333333,0
22.2,21.4,15,903.3333333,1
19.39,27.6,20,434.5,0
19.89,18.89,2,433,0
19.39,27.2,17,420.6666667,0
20.6,18.96333333,3,433.5,0
19.79,19.2,5,444,0
20.1,24.245,19,445,0
22.55,17.6,11,450.5,0
20.29,20.5,1,441.75,0
20.39,18.66666667,4,428.6666667,0
22.2,38.43333333,17,1943.5,1
20.5,33.59,21,663,0
20.1,33.09,5,441,0
19.66666667,19.46333333,8,456.3333333,0
21.39,33.46666667,12,1455,1
21.2,19.63,19,510,0
20.245,32.845,2,452,0
21.7,27.1,20,532.5,0
21.39,36.5,18,1429,0
21.29,21.03333333,9,807.6666667,1
21.29,25.7,22,478,0
21.79,20.2925,12,799.5,1
20.73,22.79,7,449,0
20.5,31.1,9,953,1
22.39,26.42666667,16,1068.666667,1
22.89,17.6,12,448.6666667,0
19.5,30,0,437,0
22.2,27,11,1108.666667,1
21.76,20.39,12,820.3333333,1
20.29,18.79,5,441,0
21.7,20.1,12,779.3333333,1
20.1,33.09,6,451,0
22.89,17.6,12,451.25,0
20.29,32.9,1,456,0
19.39,27.2,17,426,0
20.745,22.84,6,454,0
21.84,25.0225,9,869.75,1
19.34,27.29,18,422.5,0
19.79,29.9175,12,425.5,0
23.1,17,12,448.5,0
20.39,18.6,6,429.75,0
19.29,31.29,4,439,0
20.89,23.39,5,450.5,0
20,25.65,20,442,0
21.89,37.4725,15,1774.5,1
20.7,22.6,7,454.6666667,0
20.15,33.09,6,451,0
19.89,18.89,1,434.3333333,0
19.39,26.7,4,469.6666667,0
21.6,26.6,20,518,0
20.26,32.86333333,3,453.3333333,0
21.39,33.7225,14,1198.25,1
19.7,19.5,8,458,0
21.29,36.45,18,1381.5,0
22.34,26.145,16,1068,1
21.2,19.39,20,488.5,0
22.29,28.39,14,1020,1
19.39,30.5,10,434,0
21.2,20.22666667,19,547.6666667,0
19.89,27,21,440.5,0
20.15,33,4,447,0
20.29,26.2,15,419,0
19.26,30.56666667,10,433.3333333,0
19.89,18.89,2,436.5,0
22.2,27.025,11,1114.5,1
20.5,19.245,19,483,0
20.945,20.5,9,710,1
20.6,20.63333333,17,437.6666667,0
21.39,33.3725,11,1458,1
20.1,29.745,9,695.5,1
20.2,18.6,7,429,0
19.79,28.32333333,9,572.3333333,1
20.29,30.4725,9,822.75,1
20,18.79,23,436,0
21.29,21,9,797.5,1
19.84,18.89,2,439,0
21.2,25,1,438,0
20.7,35.29,19,1044,0
22.9725,16.79,13,444,0
21,18.7675,9,459,0
19.1,31,11,435.5,0
20.29,18.79,5,434,0
21.1,25.39,0,454,0
20.89,20.15,21,464.5,0
19.2,31.39,6,434,0
21.5,19.9725,13,714.3333333,0
21.7,23.55,18,755,0
19.89,18.89,2,437.6666667,0
20.29,33.09,6,447,0
21.2,21,9,796,1
20.39,32.95,0,498.5,0
21.1,19.445,16,439.5,0
20.13333333,33,4,441.6666667,0
20.55,19.6,2,430,0
20.1,24.1,19,438.5,0
19.7,28.445,22,438.5,0
20.5,21.1,22,452,0
20.39,18.76,4,428.6666667,0
20.6,33.86333333,8,509.5,1
21.745,20.4725,12,815.5,1
19.79,19,2,443,0
20.34,33,0,479.5,0
20.29,18.79,5,438.5,0
20.5,34.79,20,886,0
20,18.7675,23,434.75,0
21.29,25.7,22,477.5,0
19.5,27.6,21,447,0
20.2,19.1,20,461.5,0
19.245,31.65,6,429,0
20.445,29.125,13,424.75,0
20.075,26.29,15,418.5,0
19.39,27.1,16,425,0
21.7,23.66666667,18,775,0
20.5,33.79,8,502.5,1
20.29,18.745,5,428,0
20.5,19.2,20,455,0
22.125,20.3175,14,769.25,1
19.34,26.79,3,471,0
20.5,19.65,2,431.5,0
20.6,35.145,19,999,0
20.39,33,23,521.3333333,0
23.06666667,17.26,12,451.3333333,0
20.7,28.4175,13,432,0
20.2,21.29,0,445,0
21.39,33.2675,11,1449.75,1
20.29,18.7,6,430,0
20.5,19.29,19,484,0
19.6,30.2,1,441.5,0
20.29,33,1,478.5,0
21.6,21.29,17,838.75,1
21.945,36.95,15,1715.2,1
20.29,20.7,1,437,0
20,18.79,23,438,0
20.39,32.9,23,514,0
19.5,27.7,23,450.5,0
20.15,23.65,19,440,0
20.29,33.09,8,456.3333333,0
19.7,19.29,6,449.5,0
20.39,32.9,23,510,0
21.245,21.745,18,634,0
21.2,25.1,1,439.5,0
21.39,19.5,13,660,1
21,36.09,19,1267,0
22.5,17.7,11,453.75,0
20.5,21.29,17,441.6666667,0
22.2,21.29,15,895.3333333,1
20.5,19.89,1,435,0
21.1,25.1,1,443,0
19.745,19.29,7,449,0
20.89,18.84,9,460,0
21.34,24.29,8,721.5,1
19.6,19.5,8,451,0
20.6,19.34,2,433,0
19.29,31.6,6,441,0
20.89,23.29,7,526,1
23.1,27.2,17,689.3333333,1
21.2,20.39333333,19,556,0
20.55,19,9,458.25,0
21.5,23.05,18,702.5,0
20.29,32.9,1,482,0
20,18.7,1,434.5,0
19.5,27.7,22,452,0
23.02,17.352,12,456,0
21.2,19.39,20,482.5,0
19.945,18.745,1,441.5,0
19.1,31.29,7,431,0
21.89,27.1,19,549.5,0
19.29,31.1,9,434.5,0
20,18.7,0,436,0
22,37.62666667,15,1817,1
19.29,26.2,6,465,0
21.29,19,15,436.5,0
20.66666667,35.26,19,1019.333333,0
20.6,20.6,22,461,0
20.38166667,30.70583333,9,856.7,1
19.445,26.65,2,468.5,0
20.5,33.09,22,581,0
20.39,19.245,19,476,0
20.05,18.84,22,436.5,0
19.2,31.6,6,432,0
21.6,26.445,20,508.5,0
21.76,21.82666667,16,944,1
19.6,19.5,8,454.5,0
20.84,35.195,9,636.75,1
19.39,26.89,2,466,0
21.175,19.4425,19,499.25,0
21,25,2,440,0
22.2225,28.3675,14,1012,1
20.35666667,18.66666667,5,432.6666667,0
19.29,27.5,18,426,0
20.865,19.7675,8,621.25,1
21.5,34.4225,12,1391.5,1
19.5,30.6,9,430.75,0
19.29,30.5,10,429.3333333,0
21.29,25.2,0,459,0
19.39,26.7,2,472,0
20.7225,20.245,16,436.75,0
22.1,26.175,9,1032,1
22.525,17.65,11,451.5,0
21.29,22.1,18,640,0
21.79,21.6225,17,885.5,1
20.79,22.79,6,458,0
20.2,18.89,21,446,0
20.15,26.2675,15,420.25,0
20.5,33.59,21,650,0
21.5,33.59,12,1462,1
21.2,25.2,1,443,0
20.89,23.1,6,452,0
20.29,32.9,1,469,0
20.39,19.2,19,477,0
22.525,28.39,15,1094,1
20.84,24.245,4,444,0
21.39,24.29,8,742,1
21.05,25.34,1,450,0
22.5,26.925,16,1048.5,1
21.7675,21.6975,16,962,1
20.245,19.245,20,464,0
22.1,26.6,11,1065.666667,1
20.6,19.29,2,435,0
20.55,19.39,2,436,0
22.06666667,26.26,10,1016,1
19.65,28.945,23,441,0
19.29,26.1,7,467,0
22.1,27.2,19,585.5,0
19.29,26.7,4,466.5,0
22.2,24.334,17,913,1
20,18.7,0,439,0
19.29,27.7,19,435,0
21.2,25.2,1,446,0
22.66666667,26.96333333,12,1108.333333,1
23.1,16.89,13,445.25,0
20.34,33,0,489.5,0
20.15,21.29,0,452,0
19.29,31.29,4,436,0
20.66666667,20.49666667,16,441,0
21.5,19.5,13,668.6666667,1
21.5,20.65,18,750,0
22.29,26.1,13,843,0
20,18.89,22,444,0
22.1,26.1975,9,1026.5,1
19.7,19.29,7,451,0
22,38.16333333,15,1868.333333,1
20.89,23.1,6,447,0
21.1,24.9175,2,442.25,0
22,26.23,10,1021.666667,1
21.7225,20.7,11,848,1
19.34,26.65,3,469.5,0
20.29,20.7,0,446,0
21,23.89,4,451,0
22.5,27.29,15,1072,1
20.5,33.79,21,721.5,0
20,18.7,0,448,0
20.34,18.7,5,425.5,0
21.39,33.3,11,1436,1
22,38.56,16,1935.333333,1
19.89,27.29,21,438,0
20.5,34.4,20,828,0
22.85666667,26.32333333,12,1024.75,0
19.5,27.7,22,451,0
19.65,30.15,12,427.5,0
21,19.89,18,602,0
22.29,26.865,12,1063.25,1
21,32.4,10,1262,1
19.2675,31.15,9,437.25,0
20.89,32.25,10,1222.5,1
20.5,21.26,23,448.3333333,0
20.865,19.7675,8,620,1
23.1,27.2,17,699,1
20.13333333,33,4,446.6666667,0
20.7,22.79,6,460,0
22,19.84,14,729,1
20.1,33,5,451.5,0
21.1,25.5,0,446.5,0
20,18.79,23,433.6666667,0
22.7,27.6,18,670,0
19.245,31.55,5,429.5,0
22.5,26.1,13,948.75,0
21.34,32.975,13,1131,1
23.15,27.245,17,713.5,1
19.39,31.1,3,435,0
19.84,19,2,437,0
20.46333333,33.66333333,8,499,1
20.2,18.7,7,442,0
19.89,26.79,21,443,0
20.2,33,4,450.5,0
19.6,30.2,1,441,0
22.1,26.03,9,1011.666667,1
20.675,26.89,13,418.5,0
20.29,32.9,2,449,0
20.29,18.79,5,436,0
20.7,26.79,13,428,0
20.89,24.2,4,441.5,0
20.6,21,17,435,0
20.39,33,23,545,0
20.5,33.29,22,894,0
21.2,18.6,10,461.6666667,0
19.89,18.945,2,442.5,0
19.272,30.978,9,436.5,0
19.89,18.89,23,436,0
20.675,31.4725,9,1041.5,1
20.39,21.89,17,435,0
20.6,27.7,13,428,0
22.5,17.39,14,444.3333333,0
19.7,19.39,6,439.5,0
19.5,27.7,22,447.6666667,0
21.9725,37.9475,15,1845.5,1
20.16666667,33,4,445.6666667,0
20.1,18.89,22,439,0
21.9175,36.845,15,1682.75,1
20.29,33,0,488,0
19.39,31.1,2,436,0
21.2,25.2,1,451,0
20,18.745,0,438.5,0
20.5,18.7,4,434,0
21.025,23.7225,8,585.75,1
19.2,27.7,19,439,0
20.29,18.56666667,7,436.6666667,0
20.23,20.56666667,1,442.3333333,0
19.53333333,27,8,474,0
20.2,32.9,4,449,0
19.29,31.5,5,435,0
19.1,31.03333333,11,432,0
20.39,19.2,2,426,0
19.65,28.65,22,438.5,0
23,16.84,13,439.75,0
20.5,21.29,23,444.5,0
21.2,19.29,20,491,0
19.5,27.6,23,452,0
19.5,27.7,22,443,0
19.29,27.6,18,426,0
21.56666667,34.29,14,1271,1
20.5,34.9,20,926.5,0
20.5,33.09,22,571,0
21.65,20.89,17,780.5,1
21.89,36.66333333,15,1630,1
19.76,28.23,22,435,0
19.79,26.6,16,421.3333333,0
22.29,28.39,14,1021,1
19.525,27.125,8,479,1
22,21.3925,16,880.75,1
21.7225,20.315,12,806.25,1
20.29,33.09,7,455.5,0
21.39,33.2675,11,1449.25,1
21.89,18.1,15,446,0
21.7,26.79,20,515.5,0
19.6,19.5,8,459.75,0
19.79,19.29,4,440,0
19.79,19.2,6,440.3333333,0
21.5,25.79,21,487.5,0
22.2,24.65,17,921,1
20.5,34.045,20,782,0
19,31.35666667,7,435.3333333,0
19.79,19.29,4,440.5,0
20,18.7,23,439.5,0
19.29,27.5,18,428,0
22.1,27.15,19,564.5,0
21.32333333,22.53333333,18,664.3333333,0
19.42666667,27.13333333,17,423,0
19.7,28.5,22,436.5,0
21.29,25.2,0,456,0
19.2,27.6,18,436,0
21.7225,20.6,11,826,1
21.125,33.0675,11,1352,1
20.6,21.1,22,455,0
19.945,18.7,1,434,0
22.2,27,12,1085.5,1
22,20,14,763.75,1
20.89,23.6,5,450,0
20.29,18.745,5,425.5,0
20.55,31.245,9,975.5,1
19.2,31.6,6,429.5,0
21.29,21.175,10,826.75,1
21.745,21.1725,16,876,1
20.29,20.79,0,441,0
20.2,23.7,19,443,0
21,32.52666667,10,1287.666667,1
21.39,25.7,22,479,0
20.1,33.09,6,451,0
20.39,21.29,23,446.5,0
20.13333333,33,5,447.6666667,0
19.7,19.39,6,444,0
20.29,32.9,1,466,0
23.075,17.2675,12,455,0
19.5,30.6,1,436,0
22,23.89,18,840.6666667,1
19.29,26.1,7,466,0
20.29,18.7,5,434,0
22.1,27.2,19,572.5,0
19.29,31.7,5,438,0
22.1,25.82333333,9,1009,1
21.2225,19.2,16,439.75,0
19.2,30.7,11,427,0
22.1,39,16,2005,1
20.29,18.7,6,439,0
21.5,26,21,492.5,0
19.5,27.6,21,447.5,0
20.2,19,21,455,0
19.5,27.79,23,449.5,0
20.1,18.89,22,439.5,0
19.79,19.1,3,435,0
19.7,28.39,22,435.5,0
19.5,30.5,1,440,0
21.025,32.7,10,1315,1
21.29,25.7,22,473.5,0
19.39,26.7,4,467,0
22.29,26.2,13,890,0
20.89,24.15,4,440,0
20.2,33.09,6,454,0
21.29,33.145,11,1419.25,1
21.7675,21.865,16,947.25,1
19.89,26.79,21,438,0
23.1,17.03333333,13,447.5,0
20,18.79,0,436.5,0
22.89,17.6,12,453,0
19.7,19.29,7,447.5,0
19.29,27.29,18,428,0
19.7,19.39,4,437,0
22.2,27.2,19,580,0
21.5,33.4,13,1274.333333,1
21.1,25.39,1,444,0
21.15,32.845,13,1121,1
19.2,31.1,8,431.5,0
20.1,33.09,5,447,0
20.5,21.55,17,435.5,0
21,25,2,439,0
22.1,25.79333333,9,1015,1
20.29,33,0,490,0
19.5,27.2,23,460,0
21,23.79,4,443,0
19.7,30.2,12,434,0
19.29,26.89,4,463,0
22.2,27,12,1088,1
21.05,35.995,9,789.5,1
19.6,19.5,8,451.3333333,0
20.1,33.09,6,449,0
19.89,27.2,21,444,0
21.16666667,25.39,0,450,0
20.29,30.53333333,9,843.6666667,1
19.39,26.89,2,467,0
21.7,27,20,525,0
21.7,21.6,17,879.25,1
22.5,17.39,14,437,0
22.5,26.1,13,944,0
21.32333333,24.1,8,693.3333333,1
21,24.445,3,443.5,0
20.39,20.29,1,440,0
22.1,26.29,9,1031,1
19.39,27.2,17,427.5,0
19.5,26.2,7,471,0
19.84,28.6975,9,578.75,1
20.39,33.045,7,453,0
19.32333333,31.29,4,436.3333333,0
19.6,29.39,23,440.6666667,0
22.2,26.6,11,1071.5,1
19.32333333,26.2,6,466.3333333,0
19.5,27,0,455,0
20.79,20.2,16,439.3333333,0
21.445,19.89,13,708,0
20.2,33,5,448,0
20.2,18.6,6,428.5,0
19.445,27.55,21,447,0
21.13333333,32.79,13,1094,1
20.7,31.7225,10,1102.5,1
19.7,26.79,16,418,0
19.79,19.29,4,441,0
20.2,18.945,21,440.5,0
22.6,17.6,11,453,0
21.1,25.39,0,449,0
19.79,19.39,5,445,0
20.5,19.39,2,434.5,0
20.29,32.9,2,455.5,0
19.35,30.58,10,426.25,0
20.29,33.045,7,453,0
19.39,26.7,3,476,0
20.5,18.89,3,429.5,0
19.39,27.2,17,426,0
19.5,27.6,21,450,0
20.945,24,4,446,0
21.2,20,19,526.5,0
20.32333333,32.96666667,0,476.3333333,0
22.245,25.55,17,1002,1
20.945,19.7,19,572.5,0
20.5,33.79,21,719.5,0
21.1,25.39,1,450,0
20.945,36.09,19,1249.5,0
19.7,19.34,5,443,0
20.39,32.9,23,523,0
20.7225,22.5,7,470.75,1
20.29,22.89,18,440,0
19.39,27.2,1,461,0
19.39,27.175,17,426,0
21.89,19.6,14,720.5,1
23.075,16.865,13,452.5,0
19.53333333,26.89,16,430,0
22.2,21.245,14,882.5,1
21.2,25.29,23,466.5,0
20.1,24.1,19,441,0
20.2,19.2,20,452,0
22.39,17.39,14,441.5,0
20,19.34,9,453,0
20.39,18.6,6,434,0
19.65,28.945,23,443.5,0
21.73,20.73,11,852.6666667,1
20.29,18.7,6,432,0
19.65,19.34,7,446,0
22.39,17.7,11,453.6666667,0
20.6,26.2,14,418,0
20.55,34.4,20,839,0
21.1,25.34,1,443.5,0
20.55,31.245,9,981.5,1
19.65,29.34,23,435,0
20.15,33,4,447.5,0
19.73,19.2,6,448.3333333,0
20.29,32.96666667,1,466.3333333,0
21.4175,33.87,14,1202.75,1
22.2,27.19666667,14,860,1
20.65,20.65,22,458.5,0
19.5,27.1,23,459.5,0
19.42666667,26.2,7,471,0
19.5,26.7,5,461,0
20.7,22.5,7,457,0
19.1,30.9175,11,433,0
19.7,19.53333333,9,458,0
20.15,23.29,18,441.5,0
22.2,24.35666667,17,903,1
19.79,19,3,436,0
19.445,26.1,7,467,0
21.1,19.55,16,437,0
19.39,26.7,3,469,0
22,24.1,18,852,0
19.89,26.6,21,438,0
20.84,32.245,10,1204,1
20.29,33,0,477.5,0
19.5,27,8,469,0
21.89,36.83333333,15,1665,1
21.1,19.5,20,470.5,0
21.7,23.6,18,755,0
19.7,19.5,8,459,0
22.1,39.0675,17,2015.5,1
22.2,26.9725,11,1104.75,1
21.075,19.575,16,441.25,0
20.39,26.2,14,424,0
20.89,23.29,7,520.75,1
19.92666667,26,20,446.3333333,0
21.2,23.745,8,620.5,1
20.29,33.09,7,452,0
20.125,26.2225,15,420.25,0
21,19.89333333,18,607.5,0
21.745,27,20,528.5,0
21.29,19.1,15,438,0
20.2,33,5,450,0
21.03333333,23.66666667,8,602.3333333,1
21.7,20.4725,11,792.6,1
21.39,33.46666667,11,1458,1
21.7225,20.5,11,816,0
22.1,20.96333333,15,866.6666667,1
19.79,19.29,5,439.5,0
20.29,18.7,6,431,0
19.245,30.55,10,433,0
19.6,29.79,0,430,0
21.815,19.3675,14,683.5,1
20.2,23,18,437,0
21,19.79,19,578,0
20.745,20.29,21,460,0
19.84,26.55,15,420.5,0
19.39,31.1,2,437,0
21.89,21.1725,16,886.5,1
19.5,26.945,0,456.5,0
19.89,18.7,1,445,0
20.89,23.34,6,448.5,0
20.89,23.29,6,448,0
19.79,27.29,21,438,0
19.39,30.5,12,427.25,0
20.39,19.445,19,499,0
19.245,31.6,5,429,0
20.29,19.245,20,455.5,0
20.2,29.39,12,430.5,0
20.34,22.29,18,434,0
21.7,20,12,763,1
20.7,19.5,19,530,0
19.23,31.13333333,8,439,0
21.5,33.9,12,1339.333333,1
20.29,33.2,8,449.6666667,0
20.1,24.2,19,439,0
22.1,17.945,10,459.25,0
19.5,27.7,22,446,0
22.29,17.89,11,452,0
20.245,32.845,2,455.5,0
20.175,18.6,7,437.5,0
22.245,24.89,17,935.5,1
20.2675,19.2,9,459.6,0
20.5,33.2,22,583.3333333,0
20.5,33.59,21,673,0
21.1,33.12666667,11,1379.333333,1
20.29,33.12666667,8,450,0
19.39,26.84,0,461,0
20.73,35.4,19,1065.666667,0
21.29,33.06,13,1197.666667,0
19.2225,31.15,8,442.25,0
21.39,33.3,11,1442.5,1
21.89,27.1,19,548,0
19.5,27.79,22,448.3333333,0
19.29,26.1,7,469,0
19.39,27.6,19,441,0
21.445,20.6,18,738.5,0
22.1,27.2,19,574.5,0
23.1,17,12,447,0
19.5,27.79,23,452,0
19.76,19.23,6,450.3333333,0
19.625,19.5,8,453,0
19.39,27.5,20,444,0
21.34,25.7,22,479,0
21.2,21.2,19,600,0
21.675,20.9725,18,781.25,0
19.6,29.84,0,433.5,0
20.89,24.39,4,440,0
22.79,17.06666667,13,444.3333333,0
20.39,18.5,6,428.5,0
20,26.29,15,422.5,0
21.03333333,24.82333333,2,438,0
22.7,27.46333333,18,668.6666667,0
19.29,31.7,6,433,0
21.5,33.69333333,12,1429,1
19.5,26.29,7,466.6666667,0
20,18.6,0,432,0
19.29,26.1,6,469,0
22.13333333,20.82333333,14,846,1
19.5,26.79,8,473,0
21.2,19.6,19,496,0
19.79,19.29,5,443.5,0
19.2675,30.575,10,428.25,0
21.7,26.79,20,520,0
21.175,21.075,9,782.75,1
21.2,19.2,16,437.5,0
19.5,26.6,8,469,0
21.1,20.245,19,542.5,0
20.15,23.6,19,441,0
21.7,20.96333333,18,780.3333333,1
19.55,29.5,0,441,0
21.05,24.84,2,435.5,0
20.025,25.05,20,441.25,0
20,18.84,22,442,0
20.1,33.09,5,447,0
20.89,24.89,3,447,0
20.5,19.39,2,432.5,0
21.39,24.29,8,753.75,1
21.575,26.315,20,500.5,0
19.29,26.89,4,465,0
19.15,31.39,7,432.5,0
19.39,27.5,18,429,0
19.29,27.6,19,432.5,0
22.675,26.865,12,1103.25,0
22.315,26.1,13,866.25,0
19.5,30.7,2,435,0
19.7,19.39,6,447,0
19.5,27.39,23,448.5,0
21,24.89,3,446,0
20.06666667,24.46333333,19,439.3333333,0
20.7,22.39,7,457,1
20.5,33.8725,21,723.75,0
22.79,27.5,18,688,0
20.89,19.63333333,8,585.3333333,1
19.945,25.89,20,443,0
22.7,26,13,974,0
19.7,19.39,7,448.5,0
19.5,30.15,1,443.5,0
20.5,33.29,22,596.5,0
22,27.1,19,570,0
19.39,30.745,2,436,0
19.39,31.1,3,441,0
19.29,26.29,6,458,0
19.39,27,1,462.5,0
20.29,32.9,2,462,0
22.2,24.395,17,905.5,1
19.29,27.7,19,430.3333333,0
21,35.86,9,771.3333333,1
19.39,26.79,5,462,0
19.5,27.05,0,456.5,0
21.1,19.39,19,502,0
20,18.745,23,431,0
22,37.66333333,15,1815.5,1
20.79,20.15,16,440.5,0
19.79,19.2,6,452,0
22.03333333,26.39,10,1044.333333,1
19.39,26.7,3,468,0
19.89,18.745,23,438,0
22.05,26.34,10,1030.5,1
20.29,33,0,482,0
21.29,24,8,664.25,1
21.9725,37.745,15,1837.5,1
19.29,30.5,10,431,0
20.7,26.5,14,416.3333333,0
19.2,31.1,7,435.5,0
22.79,17.6,11,452,0
20.15,24,19,442,0
22.1,38.29,17,1901.75,1
19.1,30.89,11,432.75,0
19.39,31.1,3,438,0
20.29,32.9,2,457.5,0
19.34,27.39,18,424.5,0
21.5,18.5,10,464,0
23.025,16.84,13,438.75,0
20.15,33,5,451.5,0
22.1,17.9725,10,461.25,0
19.245,27.745,19,427,0
20.5,21.2,17,436,0
20.7,22.6,7,454.5,0
19.39,26.7,2,472,0
19.5,27.7,22,450.75,0
20.46333333,21.56666667,17,438.6666667,0
21.5,34.2,14,1242,1
21.745,35.475,14,1453,1
20.89,24.2,4,442,0
21.29,25.7,22,477.5,0
20.55,34.09,20,794.5,0
20.15,33,5,446,0
19.365,30.6,9,427,0
20.79,20.2,21,458,0
20.5,33.09,22,583,0
20.7,22.4175,7,460.25,0
21.39,33.29,11,1453,1
21.5,34.2,12,1380,1
19.5,27.39,23,449.5,0
19.5,27.7,22,447,0
19.5,27.6,21,454,0
20.85666667,35.09666667,9,665.3333333,1
22.1,18,10,458.5,0
20.6,27.0475,13,423.75,0
21.73,21.56666667,16,907,1
20.92666667,32.52666667,10,1276.666667,1
20.6,35.09,20,1000,0
21.7,20.865,18,778.5,1
21.29,33.145,11,1421.75,1
19.39,31.15,3,433.5,0
19.5,30.13333333,1,433,0
21.9175,25.39,9,919.25,1
20.15,33,4,448.5,0
20.39,32.9,23,508,0
22.2,26.6,11,1076.5,1
20,18.7,23,438,0
20.6,26.15,14,422,0
20.245,18.795,5,434,0
19.5,27.79,22,456.5,0
19.445,30.625,9,430.5,0
19.39,26.79,2,469,0
22.1,38.9,17,1973.333333,1
22.29,27.39,18,621,0
21.7,20.46333333,11,795,1
20.5,19,3,433,0
20,26.365,15,421,0
19.5,27.05,0,456.5,0
19.63333333,29.35666667,23,436.6666667,0
22.39,28.39,14,1054,1
21.29,25.7,22,475.3333333,0
19.39,27.6,20,441,0
23.075,27.15,18,690.25,1
20.29,33,1,456,0
19.5,27.7,22,450,0
20.1,33.045,5,449,0
20.7,20.6,21,464,0
21.39,20.79,10,837.3333333,1
19.79,27.39,21,442,0
19.315,30.575,10,428,0
20.7,26.32333333,14,422.3333333,0
19.5,26.6,8,470,0
22.89,26.13333333,13,1002,0
20.1,21,0,445,0
20.29,18.675,6,429.25,0
21.7,23.66666667,18,771,0
19.39,31.29,4,436.5,0
22.39,17.34,14,436,0
19.39,25.945,7,464.5,0
23,17.4175,12,449.5,0
19.39,31,3,440,0
20.29,33,7,453.5,0
19.2,31.13333333,8,437.3333333,0
21.29,19.525,13,652.5,1
20.46333333,18.7,4,429.5,0
22.1,38.975,17,2007,1
21.89,37.3975,15,1744.75,1
19.5,27.7,23,449,0
20.39,19.1,20,458.5,0
19.5,27.6,21,448.5,0
20,18.65,1,434.5,0
19.2,31.1,8,438.6666667,0
20.2,18.6,7,434,0
21.29,25.7,22,469.5,0
19.34,26.79,3,472,0
19.5,27,23,456,0
19.79,19.29,7,448,0
19.2,31.39,7,429.3333333,0
20.5,34.9,20,928,0
20.15,19.2225,9,455,0
20.7,35.29,19,1020,0
20.39,19.2,20,472.3333333,0
21.5,25.84,21,490,0
19.39,27.39,20,449,0
19.66666667,19.46333333,8,456.3333333,0
19.245,30.7675,12,426.75,0
22.29,26.22,16,1041.5,1
19.7,19.39,7,447,0
20.39,32.9,23,502,0
21.29,19.575,13,658.75,1
22.175,21.445,15,890,1
19.29,31.39,4,434.3333333,0
21.29,24.2,8,692.75,1
21.5,33.29,13,1255.333333,1
21.7,20.495,12,813,1
21.15,19.5,20,474,0
19.29,31.7,5,437,0
23,16.79,13,441,0
19.575,19.55,9,450.25,0
22.39,26.1,13,921,0
21.79,27.1,20,536,0
22.55,17.2225,14,440.5,0
21.79,20.295,12,801.5,1
19.79,19.15,3,438.5,0
19.39,31.2,4,433.5,0
20.29,32.9,3,456.5,0
21.7225,20.65,11,829.5,1
19.39,26,7,469,0
21.89,37.5,18,1729.5,0
19.29,27.7,19,437.5,0
20.7,35.4,19,1082,0
19.745,19.34,5,446,0
19.39,26.84,5,458.5,0
21.34,19.7675,13,676.25,0
20.5,21.2,22,446,0
20.29,32.9,1,460,0
19.39,26.79,0,467,0
21.05,36.145,19,1275.5,0
21.2,19.945,19,522.6666667,0
21.2,19.39,20,491,0
20.2,18.5,7,436.5,0
19.39,26.7,5,464,0
20.6,35.09,20,1001,0
21.7,20.46,11,801,1
20.1,33,5,446.3333333,0
21.65,21.125,17,811.75,1
19.6,26.79,16,423.6666667,0
22.815,17.6,11,458,0
21.445,36.6,18,1453.5,0
19.39,26.39,6,456.3333333,0
19.65,28.945,23,441,0
20.1,33,5,448,0
20.5,21.1,17,434,0
20.29,32.93333333,1,460,0
22.39,26.456,16,1063.25,1
21.7,20.2475,12,802.5,1
21.6,36.9,18,1530,0
20,18.89,22,438,0
20.79,20.15,21,463.5,0
22.1,26.5,10,1038,1
21.29,18.945,15,435.75,0
20.7,20.6,22,457.6666667,0
20.39,22,18,433,0
19.29,27.7,19,433,0
20.39,18.7,4,434,0
20.55,21.1,22,460.5,0
19.5,30.1,1,440,0
22.025,38.7,16,1943.5,1
20.15,23.5,19,441,0
22.2,27.29,19,594.3333333,0
20,26.2675,15,423.75,0
20.2,32.79,3,454,0
21.79,21.65,17,923,1
19.7,28.56666667,22,439.6666667,0
22.1,38.9475,16,2010.5,1
22,38.645,16,1940,1
22.29,17.6,14,440.6666667,0
19.39,27.39,18,432,0
19.29,31.55,5,435,0
20.79,31.995,10,1178,1
21.89,37.7,15,1823.5,1
23.05,16.865,13,451.75,0
20.1,21.2,0,444.3333333,0
22.2,21.3175,15,894,1
20.29,20.89,0,444,0
20.1,18.89,21,444,0
20.85666667,24.26,4,441,0
19.945,18.7,1,438.5,0
21.7225,21.5225,16,903.75,1
20.6,20.7,22,457,0
20.7,26.5,14,415,0
22.1,37.95,17,1831,1
20.89,20.13333333,9,677.3333333,1
